duration,pdays,variacion_empleo,euribor3m,nr.employed,y
361.0,3.0,-1.8,0.646,5008.7,1
100.0,999.0,-1.8,1.25,5099.1,0
16.0,999.0,1.4,4.959,5228.1,0
384.0,999.0,-2.9,1.262,5076.2,1
89.0,999.0,-1.8,1.334,5099.1,0
109.0,999.0,1.4,4.962,5228.1,0
295.0,999.0,1.4,4.965,5228.1,0
74.0,999.0,-1.8,1.264,5099.1,0
37.0,999.0,1.4,4.961,5228.1,0
86.0,999.0,1.4,4.965,5228.1,0
387.0,999.0,1.4,4.961,5228.1,0
57.0,999.0,1.1,4.855,5191.0,0
135.0,999.0,-0.1,4.12,5195.8,0
513.0,999.0,-0.1,4.076,5195.8,0
82.0,999.0,1.1,4.858,5191.0,0
180.0,999.0,1.4,4.963,5228.1,0
281.0,999.0,-1.1,0.884,4963.6,0
82.0,999.0,-1.8,1.41,5099.1,0
558.0,999.0,-0.1,4.12,5195.8,0
215.0,999.0,-1.7,0.72,4991.6,0
94.0,999.0,-1.8,1.266,5099.1,0
103.0,999.0,1.4,4.963,5228.1,0
186.0,999.0,1.4,4.958,5228.1,0
18.0,999.0,-1.8,0.683,5008.7,0
305.0,999.0,-1.7,0.835,4991.6,1
720.0,999.0,1.1,4.856,5191.0,0
201.0,999.0,1.1,4.855,5191.0,0
835.0,999.0,-2.9,1.286,5076.2,0
124.0,999.0,1.4,4.962,5228.1,0
453.0,999.0,1.4,4.959,5228.1,0
304.0,999.0,-1.8,1.344,5099.1,0
30.0,999.0,-0.1,4.076,5195.8,0
392.0,999.0,-1.7,0.846,4991.6,0
543.0,999.0,-2.9,0.879,5076.2,0
182.0,999.0,1.4,4.962,5228.1,0
370.0,999.0,-0.1,4.076,5195.8,1
121.0,999.0,-1.8,1.365,5099.1,0
327.0,999.0,-1.8,1.264,5099.1,0
356.0,999.0,1.1,4.859,5191.0,0
8.0,999.0,-1.8,1.299,5099.1,0
243.0,999.0,1.1,4.857,5191.0,0
14.0,999.0,-1.8,1.291,5099.1,0
257.0,999.0,1.4,4.966,5228.1,0
157.0,999.0,1.4,4.961,5228.1,0
141.0,999.0,-1.7,0.898,4991.6,0
205.0,999.0,1.1,4.856,5191.0,0
304.0,999.0,1.4,4.963,5228.1,0
276.0,999.0,1.4,4.963,5228.1,0
1080.0,999.0,-1.8,1.405,5099.1,1
295.0,999.0,-1.8,1.423,5099.1,1
713.0,999.0,1.1,4.858,5191.0,0
113.0,999.0,-1.8,0.701,5008.7,0
88.0,999.0,1.4,4.968,5228.1,0
133.0,999.0,1.4,4.866,5228.1,0
247.0,999.0,1.4,4.961,5228.1,0
65.0,999.0,1.4,4.962,5228.1,0
954.0,999.0,-1.8,1.334,5099.1,1
729.0,999.0,1.1,4.857,5191.0,0
196.0,999.0,1.4,4.968,5228.1,0
136.0,999.0,-2.9,1.26,5076.2,1
92.0,17.0,-1.1,1.032,4963.6,0
102.0,999.0,1.1,4.857,5191.0,0
124.0,999.0,1.4,4.96,5228.1,0
279.0,999.0,-1.8,1.299,5099.1,0
22.0,999.0,1.1,4.857,5191.0,0
834.0,999.0,1.4,4.963,5228.1,0
569.0,999.0,-1.1,0.879,4963.6,1
128.0,999.0,1.4,4.96,5228.1,0
44.0,999.0,-1.8,1.281,5099.1,0
90.0,999.0,1.4,4.963,5228.1,0
473.0,3.0,-1.1,0.877,4963.6,1
95.0,999.0,-1.8,1.354,5099.1,0
770.0,999.0,1.1,4.86,5191.0,0
155.0,999.0,1.1,4.857,5191.0,0
285.0,999.0,-1.8,1.365,5099.1,0
147.0,999.0,1.4,4.962,5228.1,0
819.0,999.0,-0.1,4.12,5195.8,1
146.0,999.0,1.4,4.967,5228.1,0
61.0,999.0,-0.1,4.153,5195.8,0
109.0,999.0,1.4,4.963,5228.1,0
78.0,999.0,-1.8,1.266,5099.1,0
260.0,999.0,-2.9,0.869,5076.2,0
124.0,999.0,-1.8,1.25,5099.1,0
219.0,999.0,1.1,4.858,5191.0,0
422.0,999.0,1.4,4.962,5228.1,0
130.0,999.0,1.4,4.963,5228.1,0
461.0,999.0,1.1,4.86,5191.0,0
223.0,999.0,-0.1,4.12,5195.8,0
86.0,999.0,1.4,4.961,5228.1,0
231.0,999.0,1.1,4.855,5191.0,0
218.0,999.0,1.4,4.962,5228.1,0
223.0,999.0,-1.8,1.25,5099.1,0
89.0,999.0,1.4,4.968,5228.1,0
68.0,999.0,1.4,4.958,5228.1,0
77.0,999.0,1.1,4.855,5191.0,0
143.0,999.0,1.4,4.965,5228.1,0
72.0,999.0,1.1,4.856,5191.0,0
197.0,999.0,1.4,4.957,5228.1,0
135.0,999.0,1.4,4.961,5228.1,0
159.0,999.0,-0.1,4.191,5195.8,0
595.0,999.0,-3.4,0.781,5017.5,0
157.0,999.0,1.4,4.864,5228.1,0
297.0,999.0,-1.8,1.313,5099.1,0
1268.0,999.0,-0.1,4.153,5195.8,0
164.0,999.0,1.4,4.962,5228.1,0
225.0,999.0,-2.9,0.854,5076.2,1
341.0,999.0,-1.8,0.635,5008.7,1
799.0,999.0,1.4,4.963,5228.1,0
127.0,999.0,-1.8,1.365,5099.1,0
33.0,999.0,1.1,4.859,5191.0,0
87.0,999.0,1.1,4.857,5191.0,0
604.0,999.0,1.4,4.963,5228.1,0
22.0,999.0,-1.8,1.291,5099.1,0
34.0,999.0,-0.1,4.191,5195.8,0
236.0,999.0,1.4,4.961,5228.1,0
87.0,999.0,1.1,4.857,5191.0,0
466.0,999.0,1.4,4.865,5228.1,0
106.0,999.0,1.1,4.86,5191.0,0
197.0,999.0,1.4,4.961,5228.1,0
517.0,999.0,1.4,4.864,5228.1,0
54.0,999.0,-0.1,4.968,5195.8,0
280.0,999.0,-1.8,1.405,5099.1,0
119.0,999.0,1.4,4.962,5228.1,0
921.0,999.0,1.4,4.964,5228.1,1
407.0,999.0,1.1,4.857,5191.0,0
446.0,999.0,1.1,4.856,5191.0,0
160.0,999.0,1.4,4.961,5228.1,0
107.0,999.0,-3.4,0.735,5017.5,1
151.0,999.0,-1.8,1.479,5099.1,0
137.0,999.0,1.4,4.958,5228.1,0
348.0,999.0,-0.1,4.191,5195.8,0
17.0,999.0,-1.8,1.266,5099.1,0
134.0,999.0,1.4,4.865,5228.1,0
753.0,999.0,1.1,4.856,5191.0,1
122.0,999.0,1.4,4.965,5228.1,0
104.0,999.0,1.4,4.964,5228.1,0
600.0,999.0,1.1,4.857,5191.0,0
282.0,999.0,-1.8,1.25,5099.1,0
134.0,999.0,1.1,4.855,5191.0,0
418.0,999.0,1.4,4.962,5228.1,0
579.0,999.0,-0.1,4.021,5195.8,1
113.0,999.0,1.4,4.962,5228.1,0
106.0,999.0,-0.1,4.076,5195.8,0
1468.0,999.0,-0.1,4.12,5195.8,1
145.0,999.0,-3.4,0.788,5017.5,1
60.0,999.0,-0.1,4.076,5195.8,0
294.0,999.0,-0.1,4.021,5195.8,0
486.0,999.0,1.1,4.858,5191.0,0
221.0,4.0,-2.9,0.881,5076.2,1
140.0,999.0,-0.1,4.191,5195.8,0
500.0,999.0,-1.8,1.344,5099.1,0
149.0,999.0,1.1,4.857,5191.0,0
182.0,999.0,1.4,4.864,5228.1,0
41.0,999.0,1.4,4.959,5228.1,0
87.0,999.0,1.4,4.964,5228.1,0
174.0,999.0,-1.8,1.354,5099.1,0
625.0,999.0,-1.8,1.498,5099.1,0
726.0,999.0,-3.0,0.712,5023.5,1
367.0,999.0,1.1,4.857,5191.0,0
164.0,999.0,-2.9,0.854,5076.2,1
240.0,999.0,-0.1,4.153,5195.8,0
1147.0,999.0,1.1,4.857,5191.0,0
136.0,999.0,-1.8,1.405,5099.1,0
66.0,999.0,1.4,4.966,5228.1,0
143.0,999.0,1.1,4.857,5191.0,0
896.0,2.0,-3.4,0.742,5017.5,1
438.0,999.0,-2.9,1.268,5076.2,1
377.0,999.0,1.4,4.962,5228.1,0
106.0,999.0,-1.8,1.435,5099.1,0
77.0,999.0,1.4,4.965,5228.1,0
118.0,999.0,1.1,4.856,5191.0,0
166.0,999.0,-3.4,0.742,5017.5,0
193.0,999.0,1.4,4.967,5228.1,0
5.0,999.0,1.4,4.968,5228.1,0
210.0,999.0,-2.9,1.266,5076.2,0
268.0,999.0,1.1,4.855,5191.0,0
1366.0,999.0,1.4,4.964,5228.1,0
322.0,999.0,1.1,4.857,5191.0,0
177.0,999.0,1.4,4.961,5228.1,0
71.0,999.0,1.1,4.855,5191.0,0
123.0,999.0,1.4,4.968,5228.1,0
121.0,999.0,1.4,4.965,5228.1,0
512.0,999.0,-1.8,1.266,5099.1,0
109.0,999.0,-0.1,4.153,5195.8,0
116.0,999.0,-1.8,1.25,5099.1,0
2299.0,999.0,-1.8,1.453,5099.1,1
120.0,999.0,1.4,4.963,5228.1,0
75.0,999.0,1.4,4.966,5228.1,0
388.0,999.0,-1.8,1.281,5099.1,0
90.0,999.0,1.4,4.961,5228.1,0
300.0,999.0,1.4,4.957,5228.1,0
160.0,999.0,1.4,4.963,5228.1,0
256.0,999.0,1.4,4.963,5228.1,0
259.0,999.0,1.4,4.96,5228.1,0
455.0,999.0,1.4,4.96,5228.1,0
86.0,999.0,-0.1,4.021,5195.8,0
205.0,999.0,-0.1,4.12,5195.8,0
176.0,999.0,1.4,4.967,5228.1,0
172.0,999.0,-1.8,1.405,5099.1,0
278.0,999.0,1.4,4.958,5228.1,0
87.0,999.0,-3.4,0.731,5017.5,0
721.0,999.0,1.4,4.96,5228.1,1
170.0,999.0,-1.8,1.266,5099.1,0
73.0,999.0,1.4,4.964,5228.1,0
204.0,999.0,-1.8,1.405,5099.1,0
112.0,999.0,1.1,4.86,5191.0,0
304.0,999.0,1.1,4.857,5191.0,0
333.0,999.0,-1.8,1.405,5099.1,0
151.0,999.0,1.1,4.855,5191.0,0
384.0,999.0,1.1,4.856,5191.0,0
61.0,999.0,1.4,4.961,5228.1,0
435.0,999.0,1.4,4.959,5228.1,0
23.0,999.0,-1.8,1.244,5099.1,0
174.0,999.0,-2.9,1.26,5076.2,1
129.0,999.0,-0.1,4.153,5195.8,0
72.0,999.0,1.4,4.963,5228.1,0
103.0,999.0,-2.9,0.834,5076.2,0
202.0,999.0,-1.8,1.405,5099.1,0
192.0,999.0,1.4,4.864,5228.1,0
1034.0,999.0,1.1,4.857,5191.0,0
69.0,999.0,-1.8,1.291,5099.1,0
181.0,999.0,1.4,4.865,5228.1,0
125.0,999.0,1.1,4.86,5191.0,0
97.0,999.0,-3.4,0.797,5017.5,0
151.0,999.0,-1.8,1.266,5099.1,0
232.0,999.0,1.4,4.958,5228.1,0
742.0,999.0,-1.8,1.354,5099.1,1
118.0,999.0,-0.1,4.12,5195.8,0
398.0,999.0,1.4,4.966,5228.1,0
452.0,999.0,1.1,4.857,5191.0,0
293.0,999.0,1.1,4.857,5191.0,0
15.0,999.0,-1.8,1.405,5099.1,0
125.0,999.0,-0.1,4.076,5195.8,0
744.0,999.0,1.1,4.86,5191.0,0
465.0,999.0,1.1,4.858,5191.0,0
158.0,999.0,-1.8,1.244,5099.1,0
178.0,999.0,-1.8,1.244,5099.1,0
131.0,999.0,1.4,4.968,5228.1,0
42.0,999.0,1.4,4.966,5228.1,0
158.0,999.0,-3.4,0.773,5017.5,0
95.0,999.0,-1.8,1.445,5099.1,0
374.0,999.0,1.1,4.859,5191.0,0
664.0,999.0,-0.1,4.021,5195.8,1
35.0,999.0,-1.8,1.365,5099.1,0
175.0,999.0,1.1,4.856,5191.0,0
360.0,999.0,-1.8,0.636,5008.7,1
36.0,999.0,-1.8,1.313,5099.1,0
188.0,999.0,1.4,4.962,5228.1,0
82.0,999.0,1.1,4.856,5191.0,0
378.0,999.0,-1.8,1.405,5099.1,0
140.0,999.0,1.4,4.965,5228.1,0
895.0,999.0,-1.8,1.25,5099.1,0
10.0,999.0,1.4,4.959,5228.1,0
407.0,3.0,-1.1,0.877,4963.6,0
136.0,999.0,1.1,4.857,5191.0,0
538.0,999.0,1.4,4.958,5228.1,1
525.0,999.0,-1.8,1.405,5099.1,0
183.0,999.0,1.4,4.963,5228.1,0
78.0,999.0,1.4,4.962,5228.1,0
10.0,999.0,-1.8,0.655,5008.7,0
439.0,999.0,1.4,4.966,5228.1,0
128.0,999.0,-1.8,1.25,5099.1,0
251.0,999.0,1.4,4.96,5228.1,0
936.0,999.0,1.4,4.864,5228.1,1
54.0,999.0,-1.8,1.299,5099.1,0
551.0,999.0,-1.8,1.25,5099.1,1
517.0,999.0,-1.8,1.244,5099.1,0
186.0,999.0,1.4,4.966,5228.1,0
69.0,999.0,-0.1,4.076,5195.8,0
255.0,999.0,-0.1,4.12,5195.8,0
370.0,999.0,-1.8,1.41,5099.1,0
159.0,999.0,-1.8,1.344,5099.1,0
61.0,999.0,1.4,4.961,5228.1,0
256.0,999.0,-0.1,4.191,5195.8,0
58.0,999.0,1.4,4.963,5228.1,0
44.0,999.0,1.1,4.859,5191.0,0
84.0,999.0,1.4,4.968,5228.1,0
92.0,999.0,-1.8,1.405,5099.1,0
449.0,999.0,-1.8,1.266,5099.1,1
124.0,999.0,-1.8,1.453,5099.1,0
249.0,999.0,1.1,4.857,5191.0,0
443.0,999.0,-1.8,1.281,5099.1,1
228.0,999.0,1.4,4.962,5228.1,0
171.0,999.0,1.4,4.963,5228.1,0
178.0,999.0,-1.8,1.41,5099.1,0
29.0,999.0,1.4,4.962,5228.1,0
468.0,999.0,-1.8,1.327,5099.1,0
184.0,999.0,1.4,4.961,5228.1,0
251.0,999.0,1.4,4.963,5228.1,0
91.0,999.0,1.4,4.96,5228.1,0
149.0,999.0,1.1,4.855,5191.0,0
267.0,999.0,1.4,4.866,5228.1,0
61.0,999.0,1.4,4.963,5228.1,0
269.0,999.0,1.1,4.857,5191.0,0
120.0,999.0,1.4,4.963,5228.1,0
172.0,999.0,-1.8,1.281,5099.1,0
627.0,999.0,1.1,4.855,5191.0,0
94.0,999.0,1.4,4.967,5228.1,0
94.0,999.0,1.4,4.961,5228.1,0
93.0,999.0,1.4,4.968,5228.1,0
177.0,999.0,-1.8,1.313,5099.1,0
242.0,999.0,1.1,4.864,5191.0,0
135.0,999.0,-0.1,4.153,5195.8,0
756.0,999.0,-1.8,1.291,5099.1,0
126.0,999.0,1.4,4.961,5228.1,0
76.0,999.0,-1.8,1.405,5099.1,0
188.0,999.0,-0.1,4.153,5195.8,0
304.0,999.0,-1.8,1.327,5099.1,0
214.0,999.0,1.4,4.962,5228.1,0
169.0,999.0,1.4,4.963,5228.1,0
269.0,999.0,1.4,4.966,5228.1,0
229.0,999.0,1.1,4.857,5191.0,0
579.0,999.0,-1.8,1.313,5099.1,0
101.0,999.0,-1.8,1.531,5099.1,0
465.0,999.0,1.4,4.968,5228.1,0
328.0,6.0,-1.8,0.683,5008.7,1
502.0,999.0,-1.8,1.281,5099.1,0
440.0,999.0,-1.8,1.281,5099.1,1
1906.0,999.0,1.1,4.857,5191.0,0
398.0,999.0,-1.8,1.291,5099.1,0
116.0,999.0,1.4,4.963,5228.1,0
16.0,999.0,1.1,4.856,5191.0,0
39.0,999.0,1.4,4.959,5228.1,0
590.0,999.0,-2.9,1.072,5076.2,0
187.0,999.0,1.4,4.961,5228.1,0
130.0,999.0,1.1,4.857,5191.0,0
92.0,999.0,-1.8,1.757,5099.1,0
166.0,999.0,-1.8,1.313,5099.1,0
942.0,999.0,-1.8,1.291,5099.1,0
703.0,999.0,-1.8,1.291,5099.1,1
171.0,999.0,1.4,4.865,5228.1,0
118.0,999.0,1.4,4.964,5228.1,0
115.0,999.0,1.1,4.857,5191.0,0
656.0,999.0,-1.8,1.313,5099.1,1
73.0,999.0,-1.8,1.25,5099.1,0
644.0,999.0,1.1,4.86,5191.0,0
46.0,999.0,-0.1,4.12,5195.8,0
435.0,999.0,-0.1,4.153,5195.8,0
140.0,999.0,1.4,4.947,5228.1,0
314.0,999.0,1.4,4.96,5228.1,0
526.0,999.0,-1.8,1.365,5099.1,1
171.0,999.0,-0.1,4.12,5195.8,0
82.0,999.0,1.4,4.959,5228.1,0
207.0,999.0,-1.8,1.291,5099.1,0
92.0,999.0,1.4,4.963,5228.1,0
154.0,999.0,-1.8,1.281,5099.1,0
1340.0,999.0,1.4,4.864,5228.1,0
293.0,999.0,1.4,4.968,5228.1,0
140.0,999.0,1.4,4.963,5228.1,0
172.0,999.0,-1.8,1.266,5099.1,0
116.0,999.0,1.4,4.96,5228.1,0
398.0,999.0,1.4,4.961,5228.1,0
71.0,999.0,-1.7,0.84,4991.6,0
100.0,999.0,1.4,4.957,5228.1,0
67.0,999.0,1.1,4.856,5191.0,0
139.0,999.0,1.1,4.858,5191.0,0
955.0,999.0,1.4,4.961,5228.1,1
743.0,999.0,-0.1,4.076,5195.8,0
17.0,999.0,1.4,4.866,5228.1,0
287.0,999.0,1.4,4.959,5228.1,0
1336.0,999.0,-2.9,0.879,5076.2,1
107.0,999.0,1.4,4.963,5228.1,0
753.0,999.0,1.4,4.964,5228.1,1
128.0,999.0,-0.1,4.153,5195.8,0
268.0,999.0,-2.9,0.881,5076.2,1
89.0,999.0,1.4,4.961,5228.1,0
54.0,999.0,1.4,4.864,5228.1,0
54.0,999.0,1.4,4.962,5228.1,0
487.0,999.0,1.1,4.858,5191.0,0
94.0,999.0,1.4,4.962,5228.1,0
173.0,999.0,1.4,4.963,5228.1,0
74.0,999.0,1.4,4.959,5228.1,0
444.0,999.0,-1.8,1.266,5099.1,0
293.0,999.0,1.4,4.967,5228.1,0
305.0,999.0,1.4,4.962,5228.1,0
311.0,999.0,-1.8,1.334,5099.1,0
149.0,999.0,1.1,4.856,5191.0,0
291.0,999.0,1.4,4.968,5228.1,0
239.0,999.0,1.4,4.96,5228.1,0
38.0,999.0,1.4,4.866,5228.1,0
172.0,999.0,1.1,4.86,5191.0,0
329.0,999.0,1.4,4.963,5228.1,0
391.0,999.0,1.1,4.855,5191.0,0
367.0,999.0,1.1,4.86,5191.0,0
257.0,999.0,1.4,4.962,5228.1,0
574.0,999.0,1.1,4.859,5191.0,0
647.0,999.0,-1.8,1.498,5099.1,0
200.0,999.0,-1.8,1.405,5099.1,0
184.0,999.0,1.4,4.961,5228.1,0
127.0,999.0,1.1,4.858,5191.0,0
77.0,999.0,1.4,4.961,5228.1,0
348.0,999.0,1.4,4.968,5228.1,0
100.0,999.0,1.4,4.961,5228.1,0
85.0,999.0,1.4,4.961,5228.1,0
344.0,999.0,1.1,4.857,5191.0,0
189.0,999.0,1.1,4.857,5191.0,0
311.0,999.0,-1.8,1.405,5099.1,0
347.0,999.0,-2.9,0.873,5076.2,0
223.0,999.0,-2.9,1.266,5076.2,0
9.0,999.0,1.4,4.959,5228.1,0
87.0,999.0,-1.8,1.291,5099.1,0
77.0,999.0,1.4,4.963,5228.1,0
181.0,999.0,1.1,4.856,5191.0,0
87.0,999.0,1.1,4.855,5191.0,0
1206.0,999.0,1.4,4.961,5228.1,0
226.0,999.0,1.4,4.966,5228.1,0
58.0,999.0,1.4,4.963,5228.1,0
370.0,999.0,-1.8,1.291,5099.1,0
259.0,999.0,1.4,4.961,5228.1,0
755.0,999.0,-0.1,4.076,5195.8,1
796.0,999.0,1.4,4.962,5228.1,0
126.0,999.0,1.1,4.856,5191.0,0
110.0,999.0,-1.8,1.405,5099.1,1
193.0,8.0,-1.8,1.365,5099.1,0
90.0,999.0,1.4,4.96,5228.1,0
17.0,999.0,1.4,4.963,5228.1,0
546.0,999.0,-0.1,4.12,5195.8,0
930.0,999.0,1.4,4.865,5228.1,0
231.0,999.0,1.4,4.958,5228.1,0
128.0,999.0,1.1,4.857,5191.0,0
99.0,999.0,1.1,4.86,5191.0,0
12.0,999.0,-1.7,0.748,4991.6,0
225.0,999.0,-1.8,1.423,5099.1,0
342.0,999.0,-1.8,0.645,5008.7,1
88.0,999.0,-1.8,1.334,5099.1,0
69.0,999.0,1.4,4.866,5228.1,0
253.0,999.0,1.1,4.86,5191.0,0
90.0,999.0,1.4,4.961,5228.1,0
106.0,999.0,-0.1,4.153,5195.8,0
445.0,999.0,1.4,4.962,5228.1,0
349.0,999.0,1.4,4.963,5228.1,0
148.0,999.0,1.4,4.968,5228.1,0
82.0,999.0,1.4,4.963,5228.1,0
159.0,999.0,1.4,4.963,5228.1,0
174.0,999.0,-1.8,1.281,5099.1,0
192.0,999.0,1.4,4.966,5228.1,0
135.0,999.0,1.1,4.859,5191.0,0
111.0,999.0,1.4,4.959,5228.1,0
630.0,999.0,-0.1,4.12,5195.8,0
359.0,999.0,-3.4,0.715,5017.5,0
1271.0,999.0,1.4,4.962,5228.1,0
300.0,999.0,-1.8,0.682,5008.7,1
85.0,999.0,1.4,4.965,5228.1,0
164.0,999.0,-0.1,4.12,5195.8,0
132.0,999.0,1.1,4.857,5191.0,0
191.0,999.0,1.4,4.963,5228.1,0
215.0,999.0,1.1,4.856,5191.0,0
240.0,999.0,1.4,4.964,5228.1,0
500.0,999.0,-0.1,4.076,5195.8,0
65.0,999.0,-1.8,1.281,5099.1,0
150.0,999.0,1.1,4.855,5191.0,0
543.0,999.0,-2.9,0.859,5076.2,0
203.0,999.0,1.4,4.964,5228.1,0
118.0,999.0,1.4,4.966,5228.1,0
114.0,999.0,-3.4,0.809,5017.5,0
171.0,999.0,-1.8,1.365,5099.1,0
80.0,999.0,-1.8,1.415,5099.1,0
105.0,999.0,1.4,4.864,5228.1,0
349.0,999.0,1.4,4.961,5228.1,0
606.0,999.0,1.4,4.864,5228.1,0
322.0,999.0,1.1,4.86,5191.0,0
211.0,999.0,1.4,4.962,5228.1,0
88.0,999.0,1.4,4.963,5228.1,0
415.0,999.0,1.1,4.856,5191.0,0
171.0,999.0,-1.8,1.52,5099.1,0
623.0,6.0,-2.9,0.879,5076.2,1
55.0,999.0,1.4,4.962,5228.1,0
75.0,999.0,-1.8,1.266,5099.1,0
191.0,999.0,-1.8,1.405,5099.1,0
20.0,999.0,-1.8,1.244,5099.1,0
177.0,999.0,1.4,4.96,5228.1,0
86.0,999.0,1.4,4.959,5228.1,0
53.0,999.0,1.1,4.86,5191.0,0
25.0,999.0,-1.8,1.291,5099.1,0
195.0,999.0,-1.8,1.327,5099.1,0
192.0,999.0,1.1,4.857,5191.0,0
8.0,999.0,1.4,4.959,5228.1,0
360.0,999.0,1.4,4.963,5228.1,0
357.0,999.0,1.1,4.855,5191.0,0
155.0,6.0,-1.1,0.879,4963.6,1
370.0,999.0,1.1,4.859,5191.0,0
190.0,999.0,1.4,4.963,5228.1,0
327.0,999.0,1.4,4.961,5228.1,0
222.0,999.0,1.4,4.967,5228.1,0
214.0,999.0,1.1,4.856,5191.0,0
134.0,999.0,1.4,4.959,5228.1,0
395.0,999.0,1.1,4.857,5191.0,0
89.0,999.0,1.4,4.96,5228.1,0
196.0,999.0,-1.8,1.299,5099.1,0
237.0,999.0,-2.9,0.861,5076.2,0
128.0,999.0,1.4,4.962,5228.1,0
76.0,999.0,-1.8,1.27,5099.1,0
146.0,999.0,1.1,4.857,5191.0,0
677.0,999.0,1.1,4.857,5191.0,0
449.0,5.0,-1.1,1.05,4963.6,1
388.0,999.0,1.1,4.858,5191.0,0
26.0,999.0,-1.8,1.334,5099.1,0
251.0,999.0,-1.8,1.334,5099.1,0
325.0,999.0,1.1,4.857,5191.0,0
194.0,999.0,-1.8,1.453,5099.1,0
138.0,999.0,1.4,4.961,5228.1,0
141.0,999.0,1.1,4.859,5191.0,0
418.0,999.0,1.1,4.858,5191.0,0
273.0,999.0,-1.8,1.334,5099.1,0
47.0,999.0,1.4,4.964,5228.1,0
126.0,999.0,1.1,4.864,5191.0,0
175.0,999.0,-1.8,1.811,5099.1,1
75.0,999.0,-1.8,1.281,5099.1,0
233.0,999.0,1.4,4.962,5228.1,0
203.0,3.0,-1.7,0.904,4991.6,1
130.0,999.0,1.4,4.962,5228.1,0
39.0,999.0,-1.8,1.313,5099.1,0
700.0,6.0,-1.7,0.896,4991.6,1
84.0,999.0,1.4,4.967,5228.1,0
71.0,999.0,-1.8,1.266,5099.1,0
21.0,999.0,-0.1,4.021,5195.8,0
303.0,999.0,1.4,4.967,5228.1,0
267.0,999.0,-1.7,0.893,4991.6,1
306.0,999.0,1.4,4.964,5228.1,0
197.0,999.0,-1.8,1.281,5099.1,0
230.0,999.0,-0.1,4.076,5195.8,0
244.0,999.0,1.4,4.96,5228.1,0
200.0,6.0,-1.8,0.644,5008.7,1
114.0,999.0,1.4,4.96,5228.1,0
123.0,999.0,-3.4,0.739,5017.5,0
57.0,999.0,1.4,4.961,5228.1,0
166.0,999.0,1.4,4.963,5228.1,0
125.0,999.0,1.4,4.964,5228.1,0
81.0,999.0,-1.8,1.405,5099.1,0
180.0,999.0,-1.8,1.344,5099.1,0
52.0,999.0,1.1,4.86,5191.0,0
22.0,999.0,-1.8,1.281,5099.1,0
445.0,999.0,-1.8,1.334,5099.1,1
166.0,999.0,-1.8,1.344,5099.1,0
308.0,6.0,-0.1,4.076,5195.8,0
59.0,999.0,1.4,4.963,5228.1,0
118.0,999.0,1.1,4.856,5191.0,0
1090.0,999.0,-1.8,1.344,5099.1,1
230.0,3.0,-3.4,0.803,5017.5,1
154.0,999.0,1.4,4.963,5228.1,0
319.0,999.0,-1.8,1.313,5099.1,0
266.0,999.0,1.1,4.856,5191.0,0
260.0,999.0,1.1,4.857,5191.0,0
342.0,999.0,1.1,4.857,5191.0,0
106.0,999.0,1.4,4.963,5228.1,0
181.0,999.0,1.4,4.967,5228.1,0
214.0,999.0,1.4,4.96,5228.1,0
155.0,999.0,1.4,4.968,5228.1,0
17.0,999.0,-0.1,4.153,5195.8,0
194.0,999.0,1.1,4.855,5191.0,0
642.0,999.0,1.4,4.963,5228.1,0
235.0,999.0,-1.8,1.266,5099.1,0
11.0,999.0,-0.1,4.021,5195.8,0
1036.0,999.0,1.4,4.865,5228.1,1
383.0,999.0,1.1,4.858,5191.0,0
219.0,999.0,1.4,4.964,5228.1,0
107.0,999.0,1.4,4.864,5228.1,0
238.0,999.0,1.4,4.958,5228.1,0
97.0,999.0,1.4,4.966,5228.1,0
389.0,999.0,-0.1,4.153,5195.8,0
61.0,999.0,1.1,4.857,5191.0,0
553.0,999.0,1.4,4.96,5228.1,0
99.0,999.0,1.4,4.961,5228.1,0
371.0,999.0,-3.4,0.715,5017.5,0
130.0,999.0,1.4,4.957,5228.1,0
1062.0,999.0,1.4,4.962,5228.1,1
59.0,999.0,-1.8,1.25,5099.1,0
336.0,999.0,-0.1,4.191,5195.8,0
317.0,999.0,-1.8,1.259,5099.1,1
68.0,999.0,1.4,4.961,5228.1,0
114.0,999.0,-1.8,1.266,5099.1,0
448.0,999.0,1.4,4.962,5228.1,0
174.0,999.0,1.1,4.857,5191.0,0
102.0,999.0,1.4,4.963,5228.1,0
167.0,999.0,1.4,4.965,5228.1,0
260.0,999.0,-1.1,1.041,4963.6,1
131.0,999.0,1.4,4.963,5228.1,0
36.0,999.0,-1.8,1.266,5099.1,0
118.0,999.0,1.4,4.963,5228.1,0
132.0,999.0,1.4,4.967,5228.1,0
72.0,999.0,-0.1,4.245,5195.8,0
343.0,999.0,1.1,4.858,5191.0,0
83.0,999.0,1.1,4.857,5191.0,0
514.0,999.0,1.4,4.961,5228.1,0
116.0,999.0,-0.1,4.12,5195.8,0
180.0,999.0,-1.8,1.264,5099.1,0
167.0,999.0,-1.8,1.52,5099.1,0
193.0,999.0,-1.8,1.244,5099.1,0
191.0,999.0,1.4,4.962,5228.1,0
136.0,999.0,1.4,4.962,5228.1,0
332.0,999.0,-1.8,1.266,5099.1,0
227.0,999.0,1.1,4.856,5191.0,0
390.0,999.0,-1.8,1.281,5099.1,0
78.0,999.0,1.4,4.965,5228.1,0
26.0,999.0,1.4,4.967,5228.1,0
326.0,999.0,1.1,4.857,5191.0,0
